Red,Green,Blue,Shade
255,0,144,Pink
178,107,162,Pink
255,85,238,Pink
198,33,104,Pink
198,45,66,Pink
246,230,226,Pink
246,38,129,Pink
239,201,184,Pink
238,102,238,Pink
255,0,126,Pink
142,110,116,Pink
234,222,224,Pink
206,174,187,Pink
213,182,205,Pink
239,29,231,Pink
241,224,232,Pink
220,159,159,Pink
238,188,184,Pink
255,187,221,Pink
242,224,212,Pink
205,117,132,Pink
247,128,161,Pink
213,141,138,Pink
222,184,188,Pink
255,233,235,Pink
231,201,202,Pink
163,40,179,Pink
221,171,171,Pink
238,170,255,Pink
191,179,178,Pink
255,129,192,Pink
255,230,228,Pink
219,203,189,Pink
250,226,214,Pink
222,181,154,Pink
245,230,230,Pink
221,187,187,Pink
238,0,238,Pink
252,235,250,Pink
245,205,210,Pink
234,183,168,Pink
255,242,239,Pink
200,119,99,Pink
238,206,230,Pink
236,217,185,Pink
198,180,169,Pink
231,191,182,Pink
243,218,206,Pink
194,147,123,Pink
230,142,150,Pink
255,130,206,Pink
253,214,229,Pink
255,206,190,Pink
246,181,182,Pink
225,222,218,Pink
230,182,190,Pink
250,191,228,Pink
235,179,178,Pink
255,141,134,Pink
238,212,217,Pink
223,181,176,Pink
240,161,191,Pink
218,158,197,Pink
246,227,218,Pink
182,134,146,Pink
136,17,255,Pink
178,72,91,Pink
200,60,185,Pink
223,78,200,Pink
239,166,170,Pink
232,204,215,Pink
219,163,154,Pink
232,185,174,Pink
226,80,152,Pink
250,42,85,Pink
254,44,84,Pink
246,228,228,Pink
180,130,134,Pink
244,229,225,Pink
197,139,186,Pink
248,164,192,Pink
255,102,204,Pink
124,56,62,Pink
246,104,142,Pink
242,168,184,Pink
225,142,150,Pink
241,138,173,Pink
255,145,164,Pink
245,177,170,Pink
136,112,132,Pink
246,206,252,Pink
251,224,220,Pink
255,145,175,Pink
232,73,152,Pink
171,0,64,Pink
219,129,126,Pink
247,200,194,Pink
214,184,167,Pink
229,171,190,Pink
248,238,244,Pink
239,221,214,Pink
233,106,151,Pink
196,161,175,Pink
227,155,150,Pink
246,229,219,Pink
248,129,128,Pink
239,171,147,Pink
254,2,162,Pink
223,217,220,Pink
247,204,196,Pink
177,83,132,Pink
255,221,244,Pink
220,177,175,Pink
249,163,170,Pink
253,2,255,Pink
220,191,225,Pink
179,88,108,Pink
206,189,180,Pink
187,141,136,Pink
229,191,202,Pink
253,176,192,Pink
199,139,149,Pink
242,231,222,Pink
251,174,210,Pink
247,191,190,Pink
245,206,230,Pink
255,28,174,Pink
223,188,201,Pink
245,180,189,Pink
237,194,219,Pink
204,51,204,Pink
244,238,228,Pink
227,181,173,Pink
119,81,90,Pink
245,127,142,Pink
255,7,137,Pink
250,218,221,Pink
250,214,229,Pink
206,107,164,Pink
252,83,252,Pink
238,145,141,Pink
248,184,248,Pink
254,166,200,Pink
228,127,122,Pink
181,169,172,Pink
221,149,180,Pink
255,186,205,Pink
229,165,193,Pink
223,111,161,Pink
218,166,207,Pink
252,137,172,Pink
239,167,191,Pink
163,137,138,Pink
255,214,199,Pink
231,158,136,Pink
255,221,238,Pink
128,93,128,Pink
233,82,149,Pink
233,219,228,Pink
255,85,255,Pink
240,111,255,Pink
250,146,88,Pink
251,231,230,Pink
168,124,160,Pink
230,204,221,Pink
187,142,132,Pink
240,229,229,Pink
234,159,246,Pink
251,95,252,Pink
198,23,78,Pink
220,137,168,Pink
238,170,204,Pink
251,85,129,Pink
199,118,144,Pink
236,222,229,Pink
234,223,232,Pink
246,223,216,Pink
218,203,190,Pink
170,131,164,Pink
237,227,231,Pink
240,222,231,Pink
242,165,153,Pink
249,232,226,Pink
243,235,234,Pink
255,105,175,Pink
215,131,127,Pink
255,197,187,Pink
236,109,113,Pink
228,116,134,Pink
229,109,0,Orange
237,163,103,Orange
255,79,0,Orange
238,102,51,Orange
196,98,16,Orange
255,139,0,Orange
223,150,91,Orange
244,113,30,Orange
200,107,60,Orange
251,232,224,Orange
236,130,84,Orange
180,38,42,Orange
236,112,66,Orange
208,122,4,Orange
238,153,80,Orange
255,99,22,Orange
245,157,89,Orange
213,118,43,Orange
254,103,0,Orange
255,166,79,Orange
255,172,57,Orange
209,0,28,Orange
254,75,3,Orange
255,99,28,Orange
206,120,80,Orange
193,74,9,Orange
255,112,52,Orange
226,104,27,Orange
215,138,108,Orange
185,105,2,Orange
203,119,35,Orange
255,187,124,Orange
255,113,36,Orange
204,85,0,Orange
255,103,0,Orange
237,135,45,Orange
239,146,74,Orange
237,145,33,Orange
232,112,58,Orange
247,154,62,Orange
249,64,9,Orange
243,112,66,Orange
213,108,43,Orange
254,161,91,Orange
238,136,0,Orange
127,67,48,Orange
228,105,76,Orange
254,116,56,Orange
252,233,209,Orange
227,119,48,Orange
198,81,2,Orange
235,92,52,Orange
220,77,1,Orange
187,96,60,Orange
197,102,57,Orange
251,232,226,Orange
250,233,225,Orange
200,118,6,Orange
255,173,152,Orange
216,134,59,Orange
254,76,64,Orange
226,122,83,Orange
223,168,55,Orange
255,53,3,Orange
216,87,57,Orange
255,149,50,Orange
234,106,10,Orange
255,166,45,Orange
240,176,122,Orange
249,101,49,Orange
240,98,47,Orange
240,148,77,Orange
219,156,123,Orange
177,89,47,Orange
255,142,87,Orange
251,139,35,Orange
255,170,0,Orange
255,207,0,Orange
252,132,39,Orange
255,111,1,Orange
242,147,18,Orange
199,126,77,Orange
254,90,29,Orange
240,131,58,Orange
219,114,16,Orange
215,148,45,Orange
233,154,60,Orange
235,97,35,Orange
201,52,19,Orange
180,75,52,Orange
238,67,40,Orange
243,149,57,Orange
248,230,217,Orange
242,230,225,Orange
244,137,61,Orange
219,71,44,Orange
187,97,62,Orange
255,141,40,Orange
186,22,12,Orange
232,157,111,Orange
216,109,57,Orange
222,143,78,Orange
234,85,5,Orange
250,147,53,Orange
255,137,54,Orange
240,73,37,Orange
225,111,62,Orange
246,173,73,Orange
255,142,19,Orange
244,152,7,Orange
237,154,118,Orange
255,204,165,Orange
255,119,0,Orange
247,165,139,Orange
239,175,167,Orange
221,68,0,Orange
241,190,176,Orange
236,106,55,Orange
255,139,88,Orange
255,117,15,Orange
210,120,58,Orange
255,91,0,Orange
189,87,69,Orange
240,143,72,Orange
240,131,0,Orange
243,187,147,Orange
187,119,34,Orange
238,136,17,Orange
255,163,104,Orange
216,88,60,Orange
239,160,107,Orange
255,127,73,Orange
255,128,80,Orange
255,193,75,Orange
229,170,112,Orange
221,136,17,Orange
243,163,71,Orange
187,85,0,Orange
215,85,42,Orange
255,176,119,Orange
255,223,191,Orange
255,113,78,Orange
255,165,0,Orange
255,136,34,Orange
255,136,68,Orange
245,201,155,Orange
255,110,58,Orange
218,50,28,Orange
238,119,51,Orange
235,125,93,Orange
255,195,85,Orange
225,142,63,Orange
209,144,124,Orange
169,111,85,Orange
255,202,125,Orange
238,119,34,Orange
251,175,141,Orange
250,194,5,Orange
255,127,0,Orange
202,83,51,Orange
237,170,128,Orange
221,119,0,Orange
255,160,0,Orange
223,117,0,Orange
255,102,17,Orange
230,135,80,Orange
255,121,19,Orange
168,83,53,Orange
240,176,115,Orange
221,153,0,Orange
254,196,155,Orange
221,119,68,Orange
250,91,61,Orange
183,73,35,Orange
253,127,34,Orange
238,98,55,Orange
255,161,128,Orange
251,79,20,Orange
209,124,63,Orange
244,160,69,Orange
230,149,95,Orange
182,115,80,Orange
255,110,74,Orange
252,185,157,Orange
255,150,79,Orange
255,204,153,Orange
217,144,88,Orange
244,115,39,Orange
255,115,0,Orange
255,163,0,Orange
255,144,102,Orange
255,114,76,Orange
252,245,235,Orange
255,90,54,Orange
255,143,0,Orange
251,125,7,Orange
246,173,58,Orange
195,85,48,Orange
240,129,1,Orange
255,63,52,Orange
255,83,73,Orange
248,72,28,Orange
232,81,18,Orange
203,120,65,Orange
196,99,62,Orange
234,160,7,Orange
199,123,66,Orange
228,113,39,Orange
196,85,8,Orange
205,89,9,Orange
255,102,0,Orange
255,140,105,Orange
233,95,36,Orange
252,130,74,Orange
192,63,32,Orange
238,192,171,Orange
224,129,94,Orange
232,97,0,Orange
237,199,182,Orange
215,60,38,Orange
170,79,68,Orange
229,97,49,Orange
246,176,100,Orange
255,182,83,Orange
244,128,55,Orange
253,94,83,Orange
235,204,179,Orange
255,166,49,Orange
251,77,70,Orange
211,127,111,Orange
238,119,85,Orange
204,118,97,Orange
235,51,24,Orange
174,88,72,Orange
221,102,17,Orange
228,92,16,Orange
255,96,55,Orange
255,170,102,Orange
244,163,76,Orange
255,66,0,Orange
247,127,0,Orange
222,87,48,Orange
249,99,59,Orange
255,116,32,Orange
255,176,95,Orange
255,95,0,Orange
255,161,2,Orange
250,237,227,Orange
253,88,0,Orange
241,161,65,Orange
252,176,1,Orange
255,171,15,Orange
82,83,103,Purple
164,66,160,Purple
152,63,178,Purple
73,6,72,Purple
159,43,104,Purple
106,57,123,Purple
67,28,83,Purple
86,47,126,Purple
187,34,170,Purple
105,4,95,Purple
148,86,140,Purple
137,91,138,Purple
216,225,241,Purple
137,92,121,Purple
125,116,168,Purple
109,90,207,Purple
83,53,82,Purple
210,8,204,Purple
202,155,247,Purple
165,11,94,Purple
160,4,152,Purple
78,5,80,Purple
207,45,113,Purple
90,79,116,Purple
68,49,46,Purple
120,119,155,Purple
87,41,206,Purple
83,60,198,Purple
208,213,211,Purple
112,59,231,Purple
150,141,184,Purple
190,3,253,Purple
118,66,78,Purple
111,110,209,Purple
182,12,38,Purple
108,109,148,Purple
187,0,221,Purple
42,39,86,Purple
114,11,152,Purple
77,8,75,Purple
65,42,122,Purple
157,138,191,Purple
170,35,255,Purple
122,133,175,Purple
160,155,198,Purple
187,175,193,Purple
126,110,172,Purple
53,6,62,Purple
54,1,63,Purple
215,37,222,Purple
113,98,100,Purple
115,74,101,Purple
63,49,58,Purple
162,148,201,Purple
105,0,95,Purple
98,65,199,Purple
117,38,83,Purple
132,89,126,Purple
137,91,123,Purple
130,95,135,Purple
192,113,254,Purple
109,43,80,Purple
72,62,69,Purple
191,0,255,Purple
106,80,120,Purple
204,17,187,Purple
145,110,153,Purple
94,84,141,Purple
252,68,163,Purple
66,66,77,Purple
152,120,248,Purple
179,176,212,Purple
211,52,121,Purple
137,114,158,Purple
81,76,126,Purple
119,97,171,Purple
123,93,146,Purple
135,86,228,Purple
146,131,138,Purple
83,71,120,Purple
93,20,81,Purple
130,109,140,Purple
136,113,145,Purple
68,17,136,Purple
82,24,250,Purple
141,96,140,Purple
81,87,111,Purple
203,0,245,Purple
202,160,255,Purple
191,119,246,Purple
84,44,93,Purple
98,73,119,Purple
102,0,153,Purple
77,74,111,Purple
150,111,214,Purple
153,85,255,Purple
77,66,110,Purple
61,63,125,Purple
119,119,204,Purple
93,63,106,Purple
58,36,59,Purple
81,40,136,Purple
85,41,91,Purple
157,91,139,Purple
150,123,182,Purple
78,78,99,Purple
148,126,148,Purple
139,42,152,Purple
115,0,97,Purple
165,90,244,Purple
165,82,230,Purple
161,131,192,Purple
222,111,161,Purple
85,58,118,Purple
161,117,156,Purple
96,92,113,Purple
107,38,75,Purple
101,96,140,Purple
147,112,219,Purple
172,172,230,Purple
115,51,128,Purple
166,58,121,Purple
158,67,162,Purple
224,63,216,Purple
90,60,85,Purple
139,114,190,Purple
217,130,181,Purple
33,8,55,Purple
170,142,214,Purple
40,1,55,Purple
225,222,231,Purple
153,85,204,Purple
73,60,98,Purple
136,72,152,Purple
128,91,135,Purple
224,33,138,Purple
116,93,131,Purple
93,33,208,Purple
149,86,235,Purple
188,19,254,Purple
83,88,114,Purple
67,36,42,Purple
126,30,156,Purple
175,177,197,Purple
167,152,194,Purple
115,72,107,Purple
103,51,98,Purple
139,121,177,Purple
104,69,122,Purple
104,40,96,Purple
74,71,92,Purple
183,144,212,Purple
120,24,74,Purple
57,40,82,Purple
136,34,153,Purple
179,158,181,Purple
108,78,121,Purple
102,0,136,Purple
81,56,67,Purple
183,104,162,Purple
105,72,120,Purple
204,34,170,Purple
88,77,117,Purple
83,70,93,Purple
207,187,216,Purple
99,98,133,Purple
136,34,187,Purple
136,146,191,Purple
142,122,161,Purple
180,171,175,Purple
219,75,218,Purple
214,72,215,Purple
72,8,64,Purple
240,235,252,Purple
191,185,213,Purple
136,51,170,Purple
88,15,65,Purple
93,74,97,Purple
127,1,254,Purple
42,1,52,Purple
136,17,102,Purple
70,38,57,Purple
213,205,227,Purple
231,215,239,Purple
99,72,117,Purple
70,55,63,Purple
101,98,147,Purple
89,71,107,Purple
98,79,89,Purple
92,58,77,Purple
221,0,255,Purple
206,93,174,Purple
119,34,204,Purple
86,65,77,Purple
187,17,170,Purple
117,25,115,Purple
128,0,128,Purple
152,142,180,Purple
194,0,120,Purple
98,91,135,Purple
74,69,93,Purple
136,0,255,Purple
89,60,80,Purple
99,100,126,Purple
51,17,68,Purple
198,190,221,Purple
102,0,102,Purple
90,77,85,Purple
234,220,226,Purple
194,177,200,Purple
89,70,112,Purple
115,105,147,Purple
105,53,156,Purple
170,102,255,Purple
136,85,255,Purple
133,143,177,Purple
154,44,160,Purple
115,98,111,Purple
81,44,49,Purple
204,119,204,Purple
184,138,172,Purple
50,44,86,Purple
96,86,154,Purple
100,94,119,Purple
104,61,98,Purple
67,44,71,Purple
91,71,99,Purple
144,63,117,Purple
187,0,170,Purple
254,78,218,Purple
199,206,232,Purple
71,56,84,Purple
218,180,204,Purple
76,73,118,Purple
170,0,170,Purple
185,160,210,Purple
162,116,181,Purple
187,158,202,Purple
85,67,72,Purple
136,34,221,Purple
140,135,152,Purple
86,69,107,Purple
139,120,128,Purple
78,46,83,Purple
200,186,212,Purple
204,105,228,Purple
116,111,157,Purple
101,45,193,Purple
171,155,188,Purple
132,89,152,Purple
110,87,85,Purple
168,133,181,Purple
240,185,190,Purple
162,45,164,Purple
211,213,224,Purple
161,85,137,Purple
179,111,246,Purple
102,51,153,Purple
191,186,192,Purple
228,0,120,Purple
145,9,81,Purple
114,0,88,Purple
82,71,101,Purple
75,0,110,Purple
180,76,151,Purple
106,49,202,Purple
78,51,78,Purple
76,16,80,Purple
68,66,81,Purple
166,111,181,Purple
102,3,60,Purple
204,17,255,Purple
187,0,255,Purple
94,0,146,Purple
148,78,135,Purple
111,69,110,Purple
173,102,210,Purple
86,52,116,Purple
223,223,234,Purple
101,49,142,Purple
102,0,204,Purple
83,25,56,Purple
102,100,139,Purple
102,2,60,Purple
143,65,85,Purple
193,84,193,Purple
173,3,222,Purple
58,47,82,Purple
153,0,250,Purple
131,118,156,Purple
101,75,201,Purple
149,46,143,Purple
201,175,208,Purple
135,95,154,Purple
88,71,105,Purple
125,0,97,Purple
99,45,233,Purple
188,100,164,Purple
102,0,119,Purple
201,76,190,Purple
